,perMarkSlope,totMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope,CattleAMUSlope,HogAMUSlope,TurkeyAMUSlope,BroilerAMUSlope,LayerAMU,cluster
55021,2.66842328,6648060,5.12,0.4,1.1,-0.76,0,0,0,-2.67049324,-244.06,-818.152,0.19656,3.028,0,1
55023,2.525458669,1958020,1.76,0.1,0.1,1.78E-18,0,0,0,-2.287383617,-539.66,-136,0.01332,-0.4906,0,2
55025,1.66654809,12214760,8.16,0.84,2.38,-0.14,0,0,0,1.450822713,1105.68,-206.808,0.46296,-0.149,0,3
55027,2.273062271,9805560,6.98,0.52,1.58,-0.58,0,0,0,-2.456488363,-299.24,-814.056,0.072,-1.0612,0,1
55029,2.372181852,2382380,1.14,-3.55E-18,0.34,0,0,0,0,-0.463595504,-99.68,-16.44,-0.05076,0.8148,-0.3832,2
55031,1.41849291,158280,0.14,-0.02,0.08,0,0,0,0,-0.043683343,-29.42,-0.384,0.04644,0.062,0.1822,2
55033,2.247273436,6992120,4.02,0.56,0.78,-0.14,0,0,-0.04,-2.210876663,-738.88,-234.176,0,-0.5722,0,1
55035,1.525511487,2344060,1.24,0.2,0.14,0,0.02,0,-0.04,-1.41353895,-648.82,10.992,0,170.735,0,2
55037,0,-30720,0,0,0,0,0,0,0,-0.165253628,-42.3,0.192,0,0.0226,0.3016,2
55039,3.057852534,14565340,7.16,0.54,1.98,-0.12,0,0,0,3.664809065,1630.38,-263.288,0.04428,-1.1394,0,3
55041,0,30820,-0.04,0.08,-0.14,0,0,0,0,-0.290450814,-156.08,3.312,0.0702,0.033,0.069,2
55043,2.70371912,14047420,10.44,0.82,2.48,-0.14,0,0,0,-1.179388845,256.1,-987.408,0.07056,30.5856,0,3
55045,2.610209948,5419600,4.6,0.66,0.82,-0.24,0,0,0,-5.696516346,-1033.2,-690.216,0.05364,-0.0242,0,1
55047,2.998979647,2915660,2.32,0.48,0.72,-0.04,0,0,0,-0.862296541,-78.66,-88.832,0.03384,11.3282,0,1
55049,1.78683268,5424560,3.7,0.42,1.44,-0.28,0,0,0,-1.67256687,-128.84,-529.976,0.0792,-2.0542,0,1
55051,1.323460853,312520,0.1,0.06,0.06,0,0,0,0,0.19513724,76.72,-0.184,0,-0.0092,0.1134,2
55053,1.26007722,4823540,2.18,0.22,0.62,0.08,0.12,0,0,1.439866349,406.82,196.848,0.10008,133.4164,-0.3508,2
55055,1.637755413,9186620,3.4,0.2,0.44,-0.04,0,0.08,0,-0.027711948,192.82,-200.432,-0.02088,-0.3554,0,1
55057,1.55222655,3942960,1.38,0.16,0.36,0,0,0,0,0.080857105,44.16,-12.056,-0.00756,0.0318,0,2
55059,2.333133231,1688440,1.02,0.08,0.14,0,0,0,0,-0.614659588,5.14,-91.584,0.04788,-0.1572,0,2
55061,3.008619288,12671960,2.8,0.48,1.38,-0.04,0,0,0,15.31245342,2801.6,-84.976,-0.00972,0.0744,-0.407,3
55063,2.498008449,1972480,1.92,0.2,0.26,-0.2,0,0,0,-3.862652524,-505.56,-392.528,-0.03528,-5.6542,-0.1424,2
55065,2.62838016,9729580,6.38,0.74,1.62,-0.4,0,0,0,-0.012540272,713.94,-717.968,0.01152,0.1088,-0.208,3
55067,1.552301391,2967880,1.64,-0.02,0.2,0,0,0,0,0.300862819,141.3,-5.688,-0.02736,-0.0594,0.1698,2
55069,1.648518756,713880,0.44,0.14,0.18,0,0,0,0,-0.445312276,-193.2,-9.392,0.00216,-0.1014,0,2
55071,2.554453248,10643360,4.16,0.34,1.64,0,0,0,0,2.821673577,923.34,-63.136,0.11016,1.0252,0,3
55073,2.272759048,11244460,6.18,0.92,1.12,0,0,0,0,-0.018028419,25.56,-40.2,0.36288,-0.1528,0,1
55075,2.795520347,4208120,2.12,0.26,1.28,0,0,0,0,0.804252503,600.1,-17.024,-0.0198,-0.0376,0,1
55077,2.418189814,2160300,0.94,0.32,0.48,-0.08,0,0,0,0.015418776,150.2,-146.552,0.10152,0.067,-0.1768,2
55078,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,2
55079,1.223640289,-96240,0.04,0,0,0,0,0,0,-0.043169938,-5.64,0.096,0,0,0.144,2
55081,1.987497923,5723420,3.26,0.2,0.62,0,0,0,0,-0.713117736,-264.82,-61.872,0.67824,-6.774,0,1
55083,2.9440647,4884820,3.58,0.36,0.36,-0.08,0,0,0,-0.622380715,-226.94,-94.4,-0.08388,-0.1558,0,2
55085,1.213762079,37200,-0.04,-0.06,0,0,0,0,0,-0.038027698,-19.62,-1.896,0.00648,-0.5686,0.1354,2
55087,2.261892466,7676300,3.38,0.6,1.68,-0.16,0,0,0,0.441428689,418.9,-272.808,0.05184,-0.1576,-0.1982,3
55089,2.654675122,2213780,1.2,0,0.52,0,0,0,0,1.752916172,258.46,-46.52,-0.02016,-0.3378,0,2
55091,2.805826393,2448420,1.42,0.32,0.56,0,0,0,0,1.960873683,288.64,-53.864,-0.00036,1.1106,-0.2306,2
55093,2.551071622,4989980,3.3,0.22,0.26,-0.06,0,0,0,-2.144355347,-477.78,-159.28,-0.11844,-0.4244,0,1
55095,2.885970057,4600440,3.34,0.58,0.52,0.02,0,0,-0.06,-0.722495292,-455.04,-17,129.8376,0.0174,0,1
55097,1.486390122,9598340,2.72,0.24,1.12,0.02,0,0,0,0.495189385,205.16,-2.496,0.41112,2.355,0,1
55099,-0.28513489,720720,0.1,0.08,0,0,0,0,0,0.001999145,-1.24,2.68,0.03564,0.2106,-0.3876,2
55101,-0.053708082,603600,0.56,-0.02,0.06,0,0,0,0,-1.062614036,-157.58,-22.312,0.08856,-3.2644,0,2
55103,2.853652329,4164640,2.52,0.04,0.42,-0.06,0,0,0,-1.545889385,-227.62,-241.616,-0.1026,-0.0306,0,2
55105,2.196118649,9566900,4.86,0.04,0.92,-0.16,0,0,0,-0.06164939,178.88,-201.896,-0.1278,0.2104,0,1
55107,2.378422831,1499880,1.12,0.18,0.14,0,0,0,-0.08,-0.566026245,-258.02,-9.76,0.06696,0.1966,-0.3376,2
55109,2.252620598,6046460,3.76,0.36,0.66,-0.08,0,0,-0.12,-2.084761431,-668.8,-111.288,0,-0.0912,0,1
55111,1.859881181,4411500,3.28,0.18,0.76,-0.58,0,-0.1,0,-3.253425475,-1000.92,-400.04,0.07164,-0.483,0,1
55113,2.46191555,665920,0.3,0.04,0.1,0,0,0,0,-0.137585187,-84.9,-4.712,0.05472,0.2702,-0.3424,2
55115,2.189125824,7287860,3.78,0.7,0.94,0,0,0,0,-0.354124586,-135.92,-28.688,-0.01152,0.7702,0,1
55117,2.70295464,7512440,4.36,0.18,1.46,0,0,0,0,3.027951386,888.32,-83.96,0.20052,-2.2436,0,3
55119,2.750069911,3491800,2.38,0.32,0.72,0,0,0,0,-0.815471022,-400.68,-13.472,0.0648,2.2138,0,1
55121,1.995586977,9647160,5.06,0.68,1.28,-0.04,0.6,0,-0.02,1.407107567,-165.44,-168.672,63.03168,805.3514,0,1
55123,2.116463522,6105700,3.48,0.5,0.86,0,0,0,0,-1.703168978,-628.14,-98.136,-0.06012,27.9906,0,1
55125,0.841136133,118200,0,0.02,0,0,0,0,0,-0.002805463,-1.18,-0.224,-0.00864,0.015,0.1512,2
55127,1.82224797,4500480,2.3,-0.02,0.62,-0.34,0,-0.06,0,0.720968704,433.84,-226.272,-0.00252,-0.1386,0,2
55129,2.294409707,838120,0.36,0.12,0.02,0,0,0,0.02,-0.592302024,-242.2,-2.504,0,0.3058,-0.1652,2
55131,2.598868871,4668880,2.42,0.48,1.2,0,0,0.06,0,1.490805951,420.18,-87.256,-0.01368,-0.3526,0,1
55133,1.30720011,631760,0.58,0.24,0.1,0,0,0,0,-1.060294467,-269.58,-32.248,0.081,-0.1762,0,2
55135,2.47101347,3936300,2.6,0.1,1.06,-0.08,0,0,0,-0.74515608,-227.64,-60.592,-0.05976,-0.3098,0,1
55137,1.161904637,2901560,0.64,-0.02,0.26,-0.04,0,0,0,-0.588103756,-146,-42.248,0.018,-2.5216,0,2
55139,2.566179011,3737600,2.9,0.06,0.4,0,0,0,0,-0.740836493,-120.74,-46.376,-0.0288,0.3292,0,2
55141,1.464802499,3335800,2.36,0.04,0.5,-0.08,0,0,0,-1.030811046,-344.16,-79.688,0.13896,0.2722,0,1
19119,,,,,,,,,,,,,,,,4
19167,,,,,,,,,,,,,,,,4
39037,,,,,,,,,,,,,,,,4
39107,,,,,,,,,,,,,,,,4
